10036336@N02,45.77,4.8286,cluster8,http://farm2.staticflickr.com/1113/803163558_a7aa30ee5a_t.jpg,21/05/2004
10036336@N02,45.769,4.8307,cluster8,http://farm2.staticflickr.com/1054/920886932_14b55c0d01_t.jpg,27/07/2007
10036336@N02,45.769,4.8298,cluster8,http://farm2.staticflickr.com/1283/803191874_4c88ec24f0_t.jpg,29/09/2006
10036336@N02,45.77,4.8286,cluster8,http://farm2.staticflickr.com/1246/800829831_b980b8b6eb_t.jpg,13/07/2007
10036336@N02,45.77,4.8286,cluster8,http://farm2.staticflickr.com/1254/802305523_d87e660b4d_t.jpg,06/12/2006
10036336@N02,45.77,4.8286,cluster8,http://farm2.staticflickr.com/1268/802309115_2575f3ce25_t.jpg,29/09/2006
10036336@N02,45.77,4.8291,cluster8,http://farm2.staticflickr.com/1307/920038387_2584a57426_t.jpg,27/07/2007
10036336@N02,45.772,4.8348,cluster21,http://farm2.staticflickr.com/1143/809462780_019990d0d9_t.jpg,14/07/2007
10036336@N02,45.771,4.8358,cluster21,http://farm2.staticflickr.com/1223/809459698_b77d8921f6_t.jpg,14/07/2007
10072448@N07,45.762,4.823,cluster2,http://farm4.staticflickr.com/3518/3204357156_1298f4c21b_t.jpg,18/07/2008
10072448@N07,45.762,4.8219,cluster2,http://farm4.staticflickr.com/3349/3203513773_f0cf3af019_t.jpg,18/07/2008
10072475@N02,45.766,4.8795,cluster55,http://farm2.staticflickr.com/1369/811509330_7776e4cf70_t.jpg,17/03/2007
10072475@N02,45.765,4.8566,cluster75,http://farm2.staticflickr.com/1011/811509374_483051298f_t.jpg,31/03/2007
10154171@N05,45.759,4.829,cluster1,http://farm3.staticflickr.com/2191/5739200279_065aaa45e6_t.jpg,15/05/2011
10154171@N05,45.759,4.829,cluster1,http://farm7.staticflickr.com/6169/6184836168_d78aa0ce22_t.jpg,26/09/2011
10180314@N06,45.756,4.8389,cluster9,http://farm4.staticflickr.com/3535/3203988415_992e6d3fc6_t.jpg,15/01/2009
10180314@N06,45.737,4.8146,cluster42,http://farm3.staticflickr.com/2561/5842549783_c8dac04067_t.jpg,09/06/2011
10259776@N00,45.775,4.8326,cluster47,http://farm2.staticflickr.com/1084/1304172402_04d95831b0_t.jpg,29/07/2007
10295333@N07,45.759,4.8258,cluster19,http://farm3.staticflickr.com/2065/2052679350_3ba7f79b82_t.jpg,21/11/2007
10404945@N05,45.76,4.8264,cluster0,http://farm2.staticflickr.com/1387/1464252366_41f9fef35e_t.jpg,30/09/2007
10404945@N05,45.762,4.8225,cluster2,http://farm4.staticflickr.com/3272/2662836575_2ec1899585_t.jpg,13/07/2008
10404945@N05,45.768,4.8354,cluster6,http://farm5.staticflickr.com/4046/4297984409_7ba5d5fda6_t.jpg,09/01/2010
10404945@N05,45.768,4.8354,cluster6,http://farm3.staticflickr.com/2279/1905822934_d045a60787_t.jpg,07/11/2007
10404945@N05,45.76,4.8299,cluster7,http://farm9.staticflickr.com/8209/8256518115_a627c4b083_t.jpg,07/12/2012
10404945@N05,45.761,4.8316,cluster7,http://farm3.staticflickr.com/2153/1915920986_cfb8d3bf50_t.jpg,08/11/2007
10404945@N05,45.761,4.8357,cluster10,http://farm3.staticflickr.com/2116/1952040993_f2b6440822_t.jpg,10/11/2007
10404945@N05,45.761,4.8357,cluster10,http://farm3.staticflickr.com/2260/2178048003_8db9f93af4_t.jpg,08/01/2008
10404945@N05,45.761,4.8357,cluster10,http://farm9.staticflickr.com/8353/8256515899_48ffaab5c1_t.jpg,08/12/2012
10404945@N05,45.771,4.8332,cluster13,http://farm4.staticflickr.com/3030/2376227917_65cecb1e9c_t.jpg,31/03/2008
10404945@N05,45.765,4.8345,cluster18,http://farm3.staticflickr.com/2331/2188400165_05de08ce0a_t.jpg,13/01/2008
10404945@N05,45.758,4.8256,cluster19,http://farm5.staticflickr.com/4072/4392269794_27d470fc9b_t.jpg,27/02/2010
10404945@N05,45.772,4.8342,cluster21,http://farm3.staticflickr.com/2318/2367757739_9645e99fba_t.jpg,28/03/2008
10404945@N05,45.772,4.8342,cluster21,http://farm3.staticflickr.com/2382/2363049455_9ee6b04a3c_t.jpg,26/03/2008
10404945@N05,45.769,4.8371,cluster22,http://farm3.staticflickr.com/2110/1905822964_f71201e4ee_t.jpg,07/11/2007
10404945@N05,45.769,4.8371,cluster22,http://farm9.staticflickr.com/8359/8261199143_eda299b3c7_t.jpg,08/12/2012
10404945@N05,45.751,4.8374,cluster38,http://farm3.staticflickr.com/2341/1922310239_4fa7425a4b_t.jpg,08/11/2007
10404945@N05,45.764,4.8393,cluster41,http://farm9.staticflickr.com/8216/8257583408_5d5dd4056f_t.jpg,08/12/2012
10404945@N05,45.763,4.8407,cluster41,http://farm3.staticflickr.com/2109/2371383781_d27570129a_t.jpg,29/03/2008
10404945@N05,45.778,4.8544,cluster50,http://farm2.staticflickr.com/1399/1471882705_93ab60c5cc_t.jpg,02/10/2007
10404945@N05,45.778,4.8544,cluster50,http://farm3.staticflickr.com/2015/1922593478_faf7cc1948_t.jpg,08/11/2007
10404945@N05,45.774,4.853,cluster56,http://farm3.staticflickr.com/2780/4304764828_3ebc0a7c75_t.jpg,10/01/2010
10404945@N05,45.749,4.833,cluster77,http://farm3.staticflickr.com/2359/2372211188_e5cd6f24ef_t.jpg,29/03/2008
10435661@N05,45.761,4.8283,cluster0,http://farm2.staticflickr.com/1281/893742565_81320bf79b_t.jpg,20/05/2007
10435661@N05,45.761,4.8283,cluster0,http://farm2.staticflickr.com/1395/894562274_cb173efdab_t.jpg,19/05/2007
10435661@N05,45.761,4.8283,cluster0,http://farm3.staticflickr.com/2089/2289606518_0e0e2151cb_t.jpg,04/03/2007
10435661@N05,45.761,4.8283,cluster0,http://farm4.staticflickr.com/3088/2289560098_0855d86081_t.jpg,03/03/2007
10456957@N00,45.76,4.8306,cluster7,http://farm2.staticflickr.com/1180/1019495198_2c28a0760c_t.jpg,16/07/2007
10456957@N00,45.76,4.832,cluster11,http://farm2.staticflickr.com/1381/1018643127_46752dda33_t.jpg,16/07/2007
10456957@N00,45.76,4.8319,cluster11,http://farm2.staticflickr.com/1334/1019510002_61f182f4ee_t.jpg,16/07/2007
10462119@N08,45.771,4.8353,cluster21,http://farm2.staticflickr.com/1096/879816506_c8e4a210ea_t.jpg,22/12/2005
10462119@N08,45.771,4.8353,cluster21,http://farm2.staticflickr.com/1054/879818272_31bd884deb_t.jpg,27/12/2005
10504021@N06,45.761,4.8583,cluster26,http://farm3.staticflickr.com/2490/3919162029_cbe7af8e87_t.jpg,14/09/2009
10504021@N06,45.761,4.8601,cluster28,http://farm3.staticflickr.com/2574/3919945312_fd5f5edcda_t.jpg,14/09/2009
10504021@N06,45.761,4.8604,cluster28,http://farm3.staticflickr.com/2553/4026061298_b4c9c19c22_t.jpg,19/10/2009
10504021@N06,45.741,4.816,cluster40,http://farm4.staticflickr.com/3200/3112739359_b7bbe2e519_t.jpg,18/11/2008
10504021@N06,45.742,4.8166,cluster40,http://farm4.staticflickr.com/3410/3512561797_62e2a47742_t.jpg,30/04/2009
10504021@N06,45.742,4.8166,cluster40,http://farm3.staticflickr.com/2438/3926642371_f8951b4f62_t.jpg,10/09/2009
10521771@N00,45.761,4.8267,cluster0,http://farm4.staticflickr.com/3546/3396965548_a7b3afcf11_t.jpg,04/05/2008
10521771@N00,45.763,4.8272,cluster5,http://farm4.staticflickr.com/3570/3507813294_9f6b13138e_t.jpg,05/05/2009
10533740@N03,45.761,4.8268,cluster0,http://farm6.staticflickr.com/5338/8877071589_7f759f574c_t.jpg,17/08/2010
10533740@N03,45.762,4.8268,cluster0,http://farm3.staticflickr.com/2851/8877076267_e4395d14af_t.jpg,24/02/2013
10533740@N03,45.761,4.8271,cluster0,http://farm8.staticflickr.com/7340/8877069115_db4567fd1b_t.jpg,24/04/2013
10533740@N03,45.761,4.8272,cluster0,http://farm9.staticflickr.com/8280/8877067969_7368ab0f22_t.jpg,23/07/2009
10533740@N03,45.762,4.8265,cluster0,http://farm3.staticflickr.com/2880/8877693406_c9483e6db2_t.jpg,24/02/2013
10533740@N03,45.762,4.8267,cluster0,http://farm9.staticflickr.com/8413/8877073865_17d5328c25_t.jpg,24/02/2013
10533740@N03,45.759,4.8291,cluster1,http://farm8.staticflickr.com/7422/8877086083_abb1a6e9ee_t.jpg,17/08/2010
10533740@N03,45.76,4.8285,cluster1,http://farm9.staticflickr.com/8122/8877667266_132601aa16_t.jpg,24/04/2013
10533740@N03,45.762,4.8235,cluster2,http://farm4.staticflickr.com/3803/8877659814_b9a683aa0d_t.jpg,23/07/2009
10533740@N03,45.762,4.8218,cluster2,http://farm8.staticflickr.com/7311/8877658578_b64efa4f55_t.jpg,23/07/2009
10533740@N03,45.763,4.823,cluster2,http://farm9.staticflickr.com/8545/8877045797_d8212d4812_t.jpg,24/04/2013
10533740@N03,45.767,4.8335,cluster3,http://farm3.staticflickr.com/2881/8877275993_886e3f25db_t.jpg,06/12/2012
10533740@N03,45.767,4.8338,cluster3,http://farm6.staticflickr.com/5470/8877728378_af6e551c20_t.jpg,22/07/2009
10533740@N03,45.768,4.8337,cluster3,http://farm9.staticflickr.com/8546/8877729766_cc6b4fa6fc_t.jpg,17/04/2012
10533740@N03,45.767,4.8337,cluster3,http://farm6.staticflickr.com/5455/8877271283_c78f14ea59_t.jpg,06/12/2012
10533740@N03,45.767,4.8337,cluster3,http://farm9.staticflickr.com/8270/8877111467_b56fee5594_t.jpg,23/07/2009
10533740@N03,45.757,4.833,cluster4,http://farm4.staticflickr.com/3722/8877093575_a05ae6fffd_t.jpg,17/08/2010
10533740@N03,45.757,4.8333,cluster4,http://farm8.staticflickr.com/7348/8877089939_c6db5c57d3_t.jpg,17/08/2010
10533740@N03,45.758,4.8335,cluster4,http://farm4.staticflickr.com/3698/8877711342_9835fe55b6_t.jpg,17/08/2010
10533740@N03,45.757,4.8336,cluster4,http://farm4.staticflickr.com/3763/8877091173_108c3b686a_t.jpg,22/07/2009
10533740@N03,45.762,4.827,cluster5,http://farm8.staticflickr.com/7334/8877679878_7782da1380_t.jpg,24/02/2013
10533740@N03,45.763,4.8274,cluster5,http://farm6.staticflickr.com/5457/8877040643_bcbaf87096_t.jpg,24/04/2013
10533740@N03,45.768,4.8359,cluster6,http://farm8.staticflickr.com/7335/8877109987_7a310e992b_t.jpg,22/07/2009
10533740@N03,45.761,4.8313,cluster7,http://farm4.staticflickr.com/3817/8877671550_0105928e0c_t.jpg,17/04/2013
10533740@N03,45.761,4.8315,cluster7,http://farm8.staticflickr.com/7353/8877672926_741d85cb4c_t.jpg,17/04/2013
10533740@N03,45.757,4.8403,cluster9,http://farm4.staticflickr.com/3805/8877722944_73a0e9c7a3_t.jpg,24/04/2013
10533740@N03,45.76,4.8318,cluster11,http://farm8.staticflickr.com/7322/8877268671_60ec0b0fbd_t.jpg,06/12/2012
10533740@N03,45.765,4.8287,cluster12,http://farm6.staticflickr.com/5346/8877035523_85133fffc6_t.jpg,24/04/2013
10533740@N03,45.77,4.8317,cluster13,http://farm3.staticflickr.com/2827/8877027569_b4995b6c58_t.jpg,24/04/2013
10533740@N03,45.772,4.8319,cluster16,http://farm8.staticflickr.com/7439/8877641694_47d5f3df66_t.jpg,24/04/2013
10533740@N03,45.772,4.8316,cluster16,http://farm4.staticflickr.com/3716/8877657388_c9e97f70ff_t.jpg,23/07/2009
10533740@N03,45.757,4.8268,cluster19,http://farm8.staticflickr.com/7292/8877084675_c9de97c01c_t.jpg,23/07/2009
10533740@N03,45.757,4.8262,cluster19,http://farm8.staticflickr.com/7288/8877101001_3ae66fe690_t.jpg,23/07/2009
10533740@N03,45.757,4.8265,cluster19,http://farm8.staticflickr.com/7312/8877055139_6a8d5facb4_t.jpg,17/04/2013
